ladder_step cycle_step iter_num loss                   e_loss_contrib         f_loss_contrib         reg_loss               rmse_epa               rmse_f_comp            low_rmse_epa           low_rmse_f_comp        mae_f_comp             low_mae_f_comp         nfuncs ncoefs l1_reg_contrib         l2_reg_contrib         smooth_orth            smooth_w1              smooth_w2              smooth_w3             
0           0          0        35.248893919457        34.31513898651762      0.933754932939378      0.0                    26.19738116168011      0.5723926185786209     10.810422967144545     0.4789508109754224     0.2975810411245733     0.2580817576570936     700    1760   0.0                    0.0                    0                      0                      0                      0                     
0           0          1        35.01218141986354      34.33418406204568      0.6779973489533798     8.864477148582442e-09  26.204649992719098     0.48774358699044806    10.86126535950281      0.34292823128863736    0.21816631166332745    0.1781362857829484     700    1760   8.828880414896238e-09  3.559673368620369e-11  0                      0                      0                      0                     
0           0          2        34.95359498254159      34.330946928856555     0.6226480415451278     1.213990791881664e-08  26.203414635828107     0.4674109509129822     10.9120580012887       0.36179745424520493    0.19792213319052776    0.20136396011969313    700    1760   1.2061719168463783e-08 7.818875035285679e-11  0                      0                      0                      0                     
0           0          3        34.90728868511817      34.319952241716145     0.5873363922146804     5.118733787202727e-08  26.199218401210413     0.4539635939552092     10.99939221369108      0.4257972677077202     0.20081169373845628    0.22320666318681767    700    1760   5.010204945283243e-08  1.0852884191948388e-09 0                      0                      0                      0                     
0           0          4        34.897596392272426     34.322034902556496     0.5755614325401054     5.7175824841821874e-08 26.200013321583047     0.44939000861015316    11.018355362913967     0.41509520045523485    0.19106157513310598    0.2097621238803877     700    1760   5.578332312417546e-08  1.3925017176464167e-09 0                      0                      0                      0                     
0           0          5        34.891764504620205     34.32219397326503      0.5695704699267099     6.142845507447517e-08  26.200074035492726     0.44704506226283547    11.036567268362305     0.41665912633803714    0.1837328411681997     0.2122093417275927     700    1760   5.977713400500112e-08  1.6513210694740511e-09 0                      0                      0                      0                     
0           0          6        34.88194932328968      34.32247734847962      0.5594719041076963     7.070236534765273e-08  26.2001821934427       0.44306425184826004    11.099206664460564     0.41307303284241303    0.17659958143594076    0.20777371968663283    700    1760   6.827806426824891e-08  2.4243010794038222e-09 0                      0                      0                      0                     
0           0          7        34.83505353685147      34.32011948721296      0.5149339144414186     1.3519708570748576e-07 26.199282237196094     0.4250630147056707     11.345340360579398     0.42286399114560774    0.18040654935681286    0.22509450346527632    700    1760   1.2469149549141316e-07 1.0505590216072589e-08 0                      0                      0                      0                     
0           0          8        34.81595759781913      34.3243995522884       0.49155787024504505    1.7528567654791312e-07 26.200915843645        0.4153028361328825     11.462675500089782     0.39914434456608755    0.18370826750795408    0.2086562243083556     700    1760   1.5868501663558e-07    1.6600659912333117e-08 0                      0                      0                      0                     
0           0          9        34.799959021962245     34.341102028447516     0.45885674599418474    2.475205391623741e-07  26.207289836397617     0.40125100251027834    11.681739134377816     0.3349405269100825     0.1631475368591646     0.159783929245906      700    1760   2.1735843150542928e-07 3.016210765694482e-08  0                      0                      0                      0                     
0           0          10       34.775129566417064     34.34772121829801      0.42740804913993535    2.9897912055399224e-07 26.209815420295495     0.3872566804334409     11.808553904324096     0.3178436832415177     0.1620357680532156     0.16215536286453863    700    1760   2.56868895454882e-07   4.211022509911023e-08  0                      0                      0                      0                     
0           0          11       34.73168906115849      34.352835732915        0.3788529607317296     3.675117630292936e-07  26.21176672142303      0.3645968505275958     11.912976005314334     0.31685895416953375    0.14623824930595047    0.16680172077933988    700    1760   3.069355649928068e-07  6.057619803648678e-08  0                      0                      0                      0                     
0           0          12       34.69031916602023      34.36872002929472      0.32159859311248085    5.436130160271034e-07  26.21782600800253      0.3359190551582544     12.171655377141693     0.309495063437348      0.15741914878878033    0.17266606707133647    700    1760   4.2753209288659223e-07 1.1608092314051124e-07 0                      0                      0                      0                     
0           0          13       34.68144180969674      34.37632722452533      0.3051140140545304     5.711168776384061e-07  26.220727382940886     0.32719649874511697    12.22657314042872      0.28309045294273083    0.14469443996043296    0.1489680851937169     700    1760   4.4537631698930114e-07 1.2574056064910496e-07 0                      0                      0                      0                     
0           0          14       34.67823425269308      34.37610660839245      0.30212706832340497    5.759772203518829e-07  26.220643244738458     0.32559099750658815    12.229662046846146     0.28219635435819684    0.14011686139756938    0.1493559604627222     700    1760   4.486338015932376e-07  1.273434187586453e-07  0                      0                      0                      0                     
