ladder_step cycle_step iter_num loss                   e_loss_contrib         f_loss_contrib         reg_loss               rmse_epa               rmse_f_comp            low_rmse_epa           low_rmse_f_comp        mae_f_comp             low_mae_f_comp         nfuncs ncoefs l1_reg_contrib         l2_reg_contrib         smooth_orth            smooth_w1              smooth_w2              smooth_w3             
0           0          0        480.7068157900692      480.4119458112462      0.29486997882296145    0.0                    26.19738116168011      0.5723926185786209     10.810422967144545     0.4789508109754224     0.2975810411245733     0.2580817576570936     700    1760   0.0                    0.0                    0                      0                      0                      0                     
0           0          1        480.62260740506133     480.1295202066683      0.49308719099002213    7.403002885285406e-09  26.189679543303974     0.7401855555572401     10.825135007220357     0.8035569025993297     0.39344569873329893    0.4148559156240937     700    1760   7.362581660280813e-09  4.042122500459335e-11  0                      0                      0                      0                     
0           0          2        480.61845381372575     480.20907426792695     0.40937951912482207    2.6673858739920836e-08 26.19184917564806      0.6744376415658555     11.034488357769412     0.827825620303942      0.2914762181496882     0.4295661017361418     700    1760   2.6303063908907554e-08 3.707948310132827e-10  0                      0                      0                      0                     
0           0          3        480.579020327399       480.1799092716597      0.39911102174158275    3.399784615974485e-08  26.191053796277725     0.6659254393879099     11.063717828248755     0.8218885668527044     0.29551643031091135    0.4255634381454287     700    1760   3.3503623725050583e-08 4.942224346942686e-10  0                      0                      0                      0                     
0           0          4        480.5061775233182      480.0995763135898      0.4066011575991292     5.212925889253457e-08  26.18886285409969      0.6721451212342707     11.089037219957909     0.8284993193440312     0.3217855076861473     0.4246201170256044     700    1760   5.109903199348883e-08  1.030226899045745e-09  0                      0                      0                      0                     
0           0          5        480.4599757512492      480.0809221806914      0.379053496790252      7.376759974101165e-08  26.18835406873749      0.648976541940592      11.109556203301358     0.7657643502376636     0.34336098365903583    0.41300013776559585    700    1760   7.175043510519818e-08  2.017164635813472e-09  0                      0                      0                      0                     
0           0          6        480.4442827609         479.7593954088984      0.6848872348902102     1.1711135119335922e-07 26.17958297738631      0.872345010041714      11.071673476674377     1.0605883654730068     0.4721261408774157     0.5978724680898715     700    1760   1.1155259326232932e-07 5.558757931029909e-09  0                      0                      0                      0                     
0           0          7        480.41548992421485     479.77509112006        0.6403986752214852     1.2893342065659212e-07 26.18001121684961      0.8435366521849706     11.06437263974725      1.0326431114590853     0.4547759087038569     0.5836269280509706     700    1760   1.2210989782271299e-07 6.823522833879136e-09  0                      0                      0                      0                     
0           0          8        480.3710894178875      479.861843136724       0.5092461281002475     1.53063226995908e-07   26.182378019705332     0.752216080140871      11.074218014335838     0.9534785282533839     0.38573971396573453    0.5275776075892669     700    1760   1.4336559387868235e-07 9.697633117225656e-09  0                      0                      0                      0                     
0           0          9        480.35680431216923     479.87250420869265     0.4842999422096995     1.612670058780164e-07  26.182668864528708     0.7335605270866653     11.061108679736122     0.9585352209197152     0.35340413985570757    0.5327925837646583     700    1760   1.5012899877104623e-07 1.1138007106970167e-08 0                      0                      0                      0                     
0           0          10       480.2921572106492      479.66463142618034     0.6275255875806407     1.9688824136598897e-07 26.176997302052925     0.8350153608571393     11.02601987697994      1.0736567130400898     0.4004183700020685     0.6031392571980113     700    1760   1.7790059067008403e-07 1.8987650695904947e-08 0                      0                      0                      0                     
0           0          11       480.2752531951458      479.60173238756374     0.6735205927518424     2.148302069296772e-07  26.175280934160646     0.8650758430153472     11.016574711765045     1.0857588366903235     0.4282258204744828     0.6071240697680763     700    1760   1.919933809342713e-07  2.2836825995405884e-08 0                      0                      0                      0                     
0           0          12       480.2621915893924      479.59683846495227     0.6653528829838845     2.414561363366514e-07  26.175147385721015     0.8598145038862772     11.006135839856746     1.037086832855944      0.44054511583193506    0.5741662233143153     700    1760   2.1253870151654962e-07 2.8917434820101802e-08 0                      0                      0                      0                     
0           0          13       480.19621549095007     479.7667611074718      0.4294540244860069     3.5899227204230993e-07 26.179783942889756     0.6907757511072501     11.175533549116398     0.7244664391476671     0.33280103253615556    0.37746821018915544    700    1760   3.0184826108692746e-07 5.71440109553825e-08   0                      0                      0                      0                     
0           0          14       480.1674707180888      479.73401189619545     0.43345842898306475    3.9291020254110474e-07 26.178890402552412     0.6939888159385926     11.2216081522161       0.751062395857278      0.3314369319771758     0.40924973892926897    700    1760   3.267017795528156e-07  6.620842298828914e-08  0                      0                      0                      0                     
0           0          15       480.13666780027495     479.64853251439735     0.48813486410142676    4.2177617788976376e-07 26.176558011057946     0.7364591443004883     11.241149483835493     0.7991161226782931     0.3164725414446019     0.43194575608149344    700    1760   3.469777399992553e-07  7.479843789050845e-08  0                      0                      0                      0                     
0           0          16       480.0916940827643      479.5123408458401      0.5793528156354791     4.2128879213271947e-07 26.172841454067836     0.8023249657751453     11.105187780185252     0.8555657561657635     0.34858131760449695    0.4604230791850366     700    1760   3.467001551478653e-07  7.458863698485415e-08  0                      0                      0                      0                     
0           0          17       480.0844457449174      479.695927428593       0.38851789030601647    4.260183271089942e-07  26.17785125495524      0.6570285722740395     10.914364516420791     0.6609942103719242     0.3126552909700329     0.347675217547567      700    1760   3.5082654944617355e-07 7.519177766282063e-08  0                      0                      0                      0                     
0           0          18       480.07072895801423     479.6644289047714      0.40629962247248963    4.3077035750667696e-07 26.176991775897164     0.6718958438399757     10.90511105218645      0.6710784174545009     0.31385117245282657    0.35031270870315634    700    1760   3.542732207735421e-07  7.649713673313487e-08  0                      0                      0                      0                     
